rank,customerID,churn_proba,risk_level,risk_label_cn,strategy,report_time,top_risk_factors,tenure,MonthlyCharges,TotalCharges,Contract,InternetService,PaymentMethod,gender,churnReason,churn_reason_summary,ai_retention_plan
1,7216-EWTRS,0.9481,HIGH,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,1,100.8,100.8,Month-to-month,Fiber optic,Electronic check,Female,月租费用偏高(¥101/月)；在网时间较短(1个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高,月租费用偏高(¥101/月)；在网时间较短(1个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高,"### 个性化挽留方案
#### 1. 核心流失原因分析
1. **合同类型：Month-to-month**：客户当前的月付月模式增加了转网的风险。
2. **累计消费金额：115.8**：客户当前的月消费金额较高，表明其对网络服务有一定依赖，但消费金额并未带来足够的服务附加值。
3. **在网时长(月)：5**：客户在网时间较短，可能尚未完全适应和利用网络服务。
#### 2. 针对性挽留措施
三、**升级服务套餐**：建议客户升级为半年或一年合同，享受更优惠的价格和服务，例如，赠500元话费或额外的网络服务。
2. **提供专属优惠**：为客户提供专属优惠，如提供限时折扣、额外月租减免或特殊权益，以增强其继续使用的意愿。
3. **个性化服务推荐**：根据客户使用习惯，推荐适宜的增值服务，如在线视频、在线教育等，以增加使用粘性。
4. **紧急关怀计划**：主动联系客户，了解其需求，提供紧急网络故障维修服务或紧急服务支持，确保客户满意度。
5. **定期回访关怀**：制定定期回访计划，主动与客户沟通、了解其使用体验，及时解决问题，增强客户黏性。
####  t. 优先级建议
三、**优先级：1 合同升级 > 服务优惠 > 个性化推荐
三、**次优先级：紧急关怀计划 > 定期回访关怀
### 综上以上措施，建议优先从合同升级入手，提供更具吸引力的服务包套餐，同时结合其他措施进一步增强客户挽留效果。"
2,1699-TLDLZ,0.9386,HIGH,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,16,19.7,301.55,Two year,No,Mailed check,Female,在网时间(16个月)，仍处于流失高风险期；无网络服务，增值业务少；邮寄支票支付，便捷性差；流失概率极高，需立即挽留,在网时间(16个月)，仍处于流失高风险期；无网络服务，增值业务少；邮寄支票支付，便捷性差；流失概率极高，需立即挽留,"个性化挽留方案：
一、核心流失原因分析：
1. 在网时长(1月)：16.在网时长已达到1年，对续费意愿较低。
2. 技术支持服务偏高：客户目前对技术支持服务偏重，，可能对对，对 for more in可能 for more关注语音通话和数据流量等 service for more.
4. 月消费金额：客户当前月消费金额较低，，可能 for more year可能 for more可能 for more may for more for more for more for more关注于服务体验和性价比。
优先级建议:
1. � novembre
1. 钒性技术服务服务优化和增值服务推荐
2. 钨月消费金额提升策略
针对性挽留措施：
1. 提供延长合约到期时间的，增加 for 3 year for more for more for more for more关注客户长期感。
2. 钒调优化技术支持服务，提升客户感受，增加增值服务如如语音转文字功能、视频通话等。
4. 钠增加客户月消费金额，增加服务档次，增加 语音通话时流量和数据流量等。
优先级建议:
1. 钛延长合约到期时间时间优先
4. 钠优化技术支持服务优先增加客户满意度
4. 钠增加客户月消费金额优先提升服务档次
请注意客户支付方式为邮寄支票，可为电子支付方式，可能需要提前沟通更换支付方式。"
3,4800-VHZKI,0.9361,HIGH,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,1,19.9,19.9,Month-to-month,No,Mailed check,Female,在网时间较短(1个月)，客户黏性不足；月付合同，转换成本低，易流失；无网络服务，增值业务少；邮寄支票支付，便捷性差,在网时间较短(1个月)，客户黏性不足；月付合同，转换成本低，易流失；无网络服务，增值业务少；邮寄支票支付，便捷性差,"### 个性化挽留方案
#### 核心流失原因分析
1. 合同类型：Month-to-month（40.883%）
2. 在网时长（偏长）：50.003%）
3. 在线安全服务使用（偏高）
#### 针对性挽留措施
1. **合同升级**
- **措施**: 提供长期合同选项（如：6个月或12个月），以减少客户频繁更换服务提供商的机会。
- **优先级**: 1. 2. **增加专属优惠**
- **措施**: 提供与其月均消费19.9元相当的专属优惠，例如：附加的服务包（如：高速网络升级、家庭安全服务优惠等），或将现有优惠进一步提升。
- **优先级**: 1. 3. **优化在线服务**
- **措施**: 钻研客户使用频率高的在线服务，进行优化，提供更为贴心的服务体验。例如：简化在线操作流程、增加在线客户服务的等。
- **优先级**: 2. 4. **建议在网时长较久的因素**
- **建议措施**: 了解客户当前使用服务的内容，是否有不必要的资源浪费，针对实际情况灵活调整服务内容，减少客户过度使用的感觉。
- **优先级**: 2. 5. **增强在网安全服务**
- **措施**: 了解客户对安全服务的偏好，提供更为专业、有效的安全服务推荐，减少其对安全服务的需求。
- **优先级**:
### 结论
通过合同升级、专属优惠、优化在线服务、关注在网时长较长的因素以及加强安全服务等措施，针对性地进行客户挽留，优先级依次为合同升级、专属优惠、优化在线服务、关注在网时较长因素、加强安全服务。"
4,9667-TKTVZ,0.9346,HIGH,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,2,54.35,117.05,Month-to-month,DSL,Mailed check,Female,在网时间较短(2个月)，客户黏性不足；月付合同，转换成本低，易流失；邮寄支票支付，便捷性差；流失概率极高，需立即挽留,在网时间较短(2个月)，客户黏性不足；月付合同，转换成本低，易流失；邮寄支票支付，便捷性差；流失概率极高，需立即挽留,"### 个性化挽留方案
#### 核心流失原因分析：
1. **在网时长（月）较长**：客户已经使用服务超过一年，对服务质量有一定依赖，。
1. **技术支持服务需求较高**：客户经常需要技术支持，可能对服务效率或体验不满。
1. **合同类型为 Month-to-month**：合同灵活性高，，但客户可能希望获得更稳定的保障。
#### 钒性性挽留措施：
1. **立即主动联系客户**：通过电话或短信，询问客户的具体需求和不满点。
1. **提供定制化服务计划**：提供一年期的包年服务，包括技术支持、网络优化等等，。
1. **增加促销活动**：提供网络提速、免费家庭组网服务等等，，提升客户价值感知。
1. **优化服务流程**：改进投诉处理流程，确保客户问题能快速解决。
1 **提供信用积分奖励**：赠送客户一定金额的作为感谢，，激励客户继续选择本服务商。
#### 优先级建议：
三、**优先级1：立即主动联系客户****（，了解客户具体需求和痛点。
)，**第二优先级：提供定制化服务计划和促销活动**，，提升客户价值。
)，，第三优先级：优化服务流程，提高客户满意度**。
综上所述，，的要通过主动沟通、提供定制化服务和优化流程等等，措施，以提高客户满意度并降低流失风险。"
5,2380-DAMQP,0.9335,HIGH,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,72,115.15,8349.7,Two year,Fiber optic,Electronic check,Female,月租费用偏高(¥115/月)；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高；流失概率极高，需立即挽留,月租费用偏高(¥115/月)；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高；流失概率极高，需立即挽留,"个性化挽留方案：
### 核心流失原因分析：
1. 合同类型：客户签订的是两年合同即将到期。
- 互联网服务偏好：客户选择光纤网络，对可能服务可能无法完全满足其需求。
- 在长服务期的：客户已使用服务7 年，对对长使用期可能可能导致客户对生厌烦。
### 钒性性挽留措施：
- 措供特长合约：提供续约优惠套餐，包含客户续约，。
- 优化网络服务：根据客户网络使用情况，调优光纤网络，确保其满足需求。
- 定期关怀：定期发送服务关怀信息，了解客户需求，提供适配服务。
- 优惠促销：提供套餐促销活动以激发客户兴趣。
### 优先级建议：
三、接触客户：立即联系客户了解其不续约原因原因，并优先级为1级。
2. 提供续约优惠：提供最优续约优惠策略次在客户确认续约前进行。
4. 了解客户需求：通过问卷调查或现场访谈方式了解客户的具体需求。
5. 优化网络服务：在了解客户需求的基础上优化网络服务。"
6,9420-LOJKX,0.9287,HIGH,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,15,99.1,1426.4,Month-to-month,Fiber optic,Credit card (automatic),Female,月租费用偏高(¥99/月)；在网时间(15个月)，仍处于流失高风险期；月付合同，转换成本低，易流失；光纤用户对网络质量要求高,月租费用偏高(¥99/月)；在网时间(15个月)，仍处于流失高风险期；月付合同，转换成本低，易流失；光纤用户对网络质量要求高,"**方案概述：
针对客户ID: 9421-LOJKX，流失概率为 82.9%，主要风险因素为月消费金额、在网时长和月付合同，优先级建议如下：
**核心流失原因分析（2-3条）：
1. 合同类型：作为月付用户，对价格较为敏感，月消费金额较高容易导致不满。
2. 在网时长：15个月的在网时长显示客户对服务有较长时间的认可，但可能因近期变化考虑更换。
3. 月消费金额：99.1的消费水平对客户有一定压力，需降低感知成本。
**针对性挽留措施（3-5条）：
1. 优惠方案：提供为期6个月的宽带费用减免（例如每月底前优惠10%），降低客户感知成本，提升续约意愿。
2. 契约形式变更：提供月付转年付的优惠政策，减少客户每月的账单压力，降低月付合同带来的流失风险。
3. 服务提升：启动“超值服务”活动，客户享受包括宽带提速、网络优化、在线客服等多项增值服务，提升客户服务质量感知，提升续约率。
**优先级建议：
1优先级1(1高到低)：优惠方案 > 服务提升 > 合同形式变更"
7,9633-DENPU,0.9271,HIGH,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,47,58.6,2723.4,Month-to-month,DSL,Bank transfer (automatic),Female,月付合同，转换成本低，易流失；流失概率极高，需立即挽留,月付合同，转换成本低，易流失；流失概率极高，需立即挽留,"个性化挽留方案：
一、**核心流失原因分析**
- 技术支持服务费用较高：客户反映频繁的技术问题可能需要额外付费解决，导致满意度下降。
- 月消费金额较高：客户意识到当前套餐费用高于其他竞争对手，考虑转向更经济的方案。
- 在网时长较长，但缺乏创新服务吸引：客户在网多年但未享受过新的服务或优惠，业已习惯现有服务，缺乏升级动力。
二、**针对性挽留措施**
- **提供免费技术支持服务**：推出为期3个月的免费技术支持服务，降低客户的感知成本，增强信任感。
- **调整资费结构**：降低月消费金额，调整为包含基础服务和一定次数的技术支持在内的综合套餐，提高性价比。
- **增加增值服务优惠**：提供包括家庭网络优化、智能设备安装等增值服务，吸引客户升级现有服务。
- **定期服务体验评价**：每季度邀请客户进行服务满意度评价，收集反馈，即时调整改进措施。
- **延长合约周期**：建议客户签署一年期合约，享受更优惠的套餐资费，并提供额外的赠品或优惠券。
三、**优先级建议**
- **免费技术支持服务**：优先级为1，解决客户最直接的服务需求，提升服务质量。
- **调整资费结构**：优先级为2，通过价格调整吸引客户，增加客户黏性。
- **增加增值服务优惠**：优先级为3，通过增值服务提高客户体验，提升客户满意度。
- **定期服务体验评价**：优先级为4，通过收集反馈持续改进服务。
- **延长合约周期**：优先级为5，为长期客户制定优惠策略，稳定客户群。"
8,5553-AOINX,0.9269,HIGH,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,66,104.9,6891.45,One year,Fiber optic,Electronic check,Female,月租费用偏高(¥105/月)；年付合同即将到期，需重点关注；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高,月租费用偏高(¥105/月)；年付合同即将到期，需重点关注；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高,"挽留方案：
### 核心流失原因分析
1. **月消费金额低**：客户当前月消费金额为104.9元，低于行业平均水平，可能觉得性价比不高。
2. **在网时长较长**：客户已在网66个月，可能对当前套餐的满意度下降，追求更高级别或更多功能的服务。
### 针对性挽留措施
1. **提供升级套餐优惠**：为该客户专属提供为期一年的50%优惠升级套餐，月费降至80元，包含更丰富的网络服务和高清电视服务。
2. **延长合同优惠**：提供额外3个月免费服务，同时重新签订两年期合同，享受每月95元的优惠，降低其续约费用。
3. **在线安全服务优化**：针对在线安全服务进行优化升级，提供更为全面的安全保障，增加其使用体验和满意度。
4. **定期回访关怀**：每月进行一次电话回访，了解客户使用情况和满意度，及时解决可能出现的问题。
5. **定制化服务体验**：根据客户使用习惯，提供个性化的服务体验，如优先处理其服务请求，提供专属客服人员等。
### 优先级建议
三、**优先级1：提供升级套餐优惠**（最优先）：通过提供更有吸引力的套餐优惠，快速提升客户感知价值，增强客户粘性。
三、**优先级2：延长合同优惠**（高优先级）：通过延长合同优惠，增加客户再次续约的可能性。
三、**优先级3：在线安全服务优化**（中优先级）：优化在线安全服务，提高客户的安全感和满意度。
4. **优先级4：定期回访关怀**（中优先级）：通过定期回访，及时了解客户的需求和问题，维护客户关系。
5. **优先级5：定制化服务体验**（低优先级）：作为长期维护客户的策略之一，提供更个性化的服务体验，增强客户忠诚度。
此方案旨在通过提供实际利益和优化服务体验来提高客户满意度，降低其流失概率。"
9,3549-ZTMNH,0.9202,HIGH,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,12,24.0,269.65,Two year,No,Bank transfer (automatic),Male,在网时间(12个月)，仍处于流失高风险期；无网络服务，增值业务少；流失概率极高，需立即挽留,在网时间(12个月)，仍处于流失高风险期；无网络服务，增值业务少；流失概率极高，需立即挽留,"###个性化挽留方案：
一、核心流失原因分析（：
1. 1. 吥 year：合同类型为长期合约，客户可能在网长在6 year可能导致对 year到期后后考虑转。
2. 月消费金额偏低：当前月消费金额仅为 24.0，，客户可能可能对在长期合约期内对消费量有限导致导致可能考虑转。
3. 在在网长在 month：客户在网长已超过 5 years，，导致可能 long可能考虑转网供应商可能导致流失风险。
4. 月网络服务类型：无
5. 网络服务类型：客户可能对该服务类型无偏爱，，可能导致客户可能对在长期合约期内考虑转网供应商可能导致流失风险。
5. 风险等级：[ risk，客户流失概率高位，风险等级为高 risk。
4. 客户基本信息：客户在网时长为 5 year，，，月消费金额为 24.2，，，合同类型为长期 year长期。
5. 针对性性挽留措性施：
1. 增加月消费金额：提供
- 提供高高消费金额至至...
2. � médecine应增加通信服务包内容：提供
- 提供移动供更丰富的网络服务内容，例如高清视频、游戏加速等等。
4. 提升服务质量：确保网络稳定、服务响应及时等等...
5. 加大优惠力度：提供长期合约到期续约优惠措施，例如折扣、赠费等...
4. 优先级建议：
1. 增加月消费金额：优先
- 最优优先级级。
4. 墺提供服务内容：优先中优先级。
5. 提升服务质量：优先中优先级。
4. 加大优惠力度：最底优先级。"
10,4701-MLJPN,0.9192,HIGH,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,31,55.25,1715.65,Month-to-month,DSL,Electronic check,Male,月付合同，转换成本低，易流失；电子支票支付，账单拖欠风险较高；流失概率极高，需立即挽留,月付合同，转换成本低，易流失；电子支票支付，账单拖欠风险较高；流失概率极高，需立即挽留,"### 个性化挽留方案
#### 核心流失原因分析（2-3条）
1. 在网时长较短：3个月，客户尚未形成稳定的使用习惯和依赖。
2 合同类型为 Month-to-month，存在较高的流失风险。
3. 累计消费金额偏低，可能未感受到足够的价值，导致潜在流失。
#### 针对挽留措施（3-5条）
1. 月消费金额优惠：提供更优惠的月套餐，例如将当前的55.25的套餐更换为50元的套餐，增加客户满意度。
三、合同类型调整：建议客户签订固定合约，以降低客户流失风险，提供签2年的合约，享受更实惠的价格。
3. 在线安全服务：鉴于客户当前的在线方式是Electronic check，可以提供更先进的在线支付服务，例如转账支付或在线支付服务，提升支付体验，获取客户的认可。
#### 优先级建议
三、优先级：月消费金额优惠 > 合同类型调整 > 在线安全服务
5. 理由：通过提供更优惠的套餐，增加客户对产品的信任度和满意度; 合同类型调整有助于降低客户流失风险，增强客户忠诚度; 在线安全服务优化则可以提升客户使用体验，增强客户粘性。
通过以上具体措施，将客户流失风险降至最低，并提升客户满意度和忠诚度。"
