rank,customerID,churn_proba,risk_level,risk_label_cn,strategy,report_time,top_risk_factors,tenure,MonthlyCharges,TotalCharges,Contract,InternetService,PaymentMethod,gender,churnReason,churn_reason_summary,ai_retention_plan
1,7216-EWTRS,0.9481,HIGH,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:46:06,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,1,100.8,100.8,Month-to-month,Fiber optic,Electronic check,Female,月租费用偏高(¥101/月)；在网时间较短(1个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高,月租费用偏高(¥101/月)；在网时间较短(1个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高,"**个性化挽留方案**
**一、核心流失原因分析**
1. **月付制合同**：高昂的月消费金额（100.8元）导致客户对合同续签的意愿较低。
2. **在网时长短**：新客户在网时长仅为1个月，对产品和服务的深入体验不足。
3. **在线安全服务偏高**：在线安全服务功能可能给客户带来一定的使用困扰或费用负担。
**二、针对性挽留措施**
1. **优惠合约方案**：提供为期12个月的合约计划，并在此期间内将月消费金额降至80元，同时赠送200元话费或等值礼品，以提高客户满意度和续约意愿。
2. **特惠宽带升级**：针对客户提供额外的宽带速度升级（例如从100M提升至200M）或增加额外的服务选项（如高清电视或家庭安防），并免除加装费用，以此增加其对产品和服务的依赖度。
3. **在线安全服务优化**：重新评估并调整在线安全服务的费用结构，确保其与实际价值相符；或者提供免费试用或部分功能免费选项，减轻客户的费用压力。
4. **专属客服关怀**：安排专属客户经理定期与客户沟通，了解其使用过程中遇到的问题和需求，提供针对性的帮助和支持，增强客户归属感。
5. **积分奖励机制**：设立积分奖励计划，鼓励客户参与更多互动活动和反馈收集，积累的积分可以兑换话费、礼品或优惠券等，提高客户活跃度和忠诚度。
**三、优先级建议**
1. **优先采取优惠合约方案**：通过降低月消费并提供额外奖励，直接缓解客户的经济压力，提高续约率。
2. **次优先为在线安全服务优化**：优化服务内容和费用结构，增强客户信任感。
3. **再次优先为专属客服关怀**：通过一对一沟通解决客户的实际问题，提升客户满意度。
4. **最后为特惠宽带升级和积分奖励机制**：通过提供增值服务和激励措施，进一步提高客户忠诚度。
以上方案需根据客户的具体情况灵活调整，确保各项措施的有效实施。"
2,1699-TLDLZ,0.9386,HIGH,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:46:06,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,16,19.7,301.55,Two year,No,Mailed check,Female,在网时间(16个月)，仍处于流失高风险期；无网络服务，增值业务少；邮寄支票支付，便捷性差；流失概率极高，需立即挽留,在网时间(16个月)，仍处于流失高风险期；无网络服务，增值业务少；邮寄支票支付，便捷性差；流失概率极高，需立即挽留,"挽留方案：
一、核心流失原因分析：
- 在网时长较长（16个月），可能对运营商的新服务缺乏兴趣。
- 技术支持服务偏高，通常意味着客户对服务有较高期望，但实际服务体验可能不达标。
- 月消费金额较低（19.7元），表明客户对价格敏感，可能寻求性价比更高的选择。
二、针对性挽留措施：
- 定期回访及满意度调查：通过电话或短信形式收集客户对服务的真实反馈，及时发现并解决其问题。
- 提供个性化优惠套餐：根据客户的需求和使用习惯，如流量、语音和数据，为其量身定制性价比更高的套餐。
- 增值服务推广：推荐一些增值服务，例如会员服务、在线课程等，提供更多附加价值，提升客户粘性。
- 优化技术支持服务：根据客户具体需求，优化技术支持服务，提升服务质量，满足客户的期望。
- 降低月消费金额：通过套餐调整或优惠活动降低客户的月消费金额，使其感受到经济上的实惠。
三、优先级建议：
- 第一优先：定期回访及满意度调查，及时了解客户诉求，增强客户体验。
- 第二优先：提供个性化优惠套餐，增加客户对运营商的依赖。
- 第三优先：优化技术支持服务，提高客户服务质量。
- 第四优先：降低月消费金额，增强客户的经济实惠感。"
3,4800-VHZKI,0.9361,HIGH,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:46:06,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,1,19.9,19.9,Month-to-month,No,Mailed check,Female,在网时间较短(1个月)，客户黏性不足；月付合同，转换成本低，易流失；无网络服务，增值业务少；邮寄支票支付，便捷性差,在网时间较短(1个月)，客户黏性不足；月付合同，转换成本低，易流失；无网络服务，增值业务少；邮寄支票支付，便捷性差,"挽留方案：客户ID: 4810-VZKIK
一、核心流失原因分析
111. 1. 合同类型：月付月制（贡献度：48.83%）：客户为月付用户，，
2. 在线安全服务偏高（贡献度：3159%）：客户对在线安全服务有较高需求，Z
2. 在网时长（月）：0（贡献度：10003%）：客户在网时间较短ZZ
二二针对性挽留措施
Z
11. 11.
11.
1.
1.
Z
1.
1.
Z
Z
Z
1.
Z
Z
1.
Z
Z
Z
Z
1.
Z
Z
Z
Z
1.
Z
Z
Z
Z
Z
1.
Z
Z
Z
Z
Z
Z
1.
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
1.
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
ZZ
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z"
4,9667-TKTVZ,0.9346,HIGH,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:46:06,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,2,54.35,117.05,Month-to-month,DSL,Mailed check,Female,在网时间较短(2个月)，客户黏性不足；月付合同，转换成本低，易流失；邮寄支票支付，便捷性差；流失概率极高，需立即挽留,在网时间较短(2个月)，客户黏性不足；月付合同，转换成本低，易流失；邮寄支票支付，便捷性差；流失概率极高，需立即挽留,"**个性化挽留方案**
**一、核心流失原因分析**
1. **在网时长短**：客户在网时间仅为2个月，新用户对服务的适应期较短，存在较高的流失风险。
2. **月消费金额较低**：平均月消费金额54.35元，可能未能满足客户的预期，导致客户对服务不满意。
**二、针对性挽留措施**
三、**提供优惠套餐**：为客户提供更具吸引力的套餐，包括增加网络带宽、提供额外的流量或通话分钟数，以提升客户体验和满意度。建议提供为期3个月的试用期，试用期间内套餐费用减免30%。
2. **增加服务附加价值**：降低技术支持服务费用或提供免费的在线技术支持，增强客户对服务的满意度。同时，提供优惠的网络设备租赁服务，减轻客户初期投入。
三、**延长合约期限**：建议与客户沟通，将当前的月付合同延长至半年或一年，通过降低月度费用，提高客户的黏性。
4. **个性化关怀**：通过电话或邮件的形式，向客户表达对其的重视，了解客户的具体需求和期望，提供个性化的服务建议和解决方案。在通话或邮件中，可以赠送客户一份小礼品，如优惠券、积分等，增强客户的归属感。
5. **客户关怀活动**：定期举办客户关怀活动，邀请客户参加，增加客户与公司之间的互动，提升客户满意度和忠诚度。
**三、优先级建议**
三、**提供优惠套餐** - 高优先级
三、**增加服务附加价值** - 中优先级
三、**延长合约期限** - 中优先级
4. **个性化关怀** - 中优先级
5. **客户关怀活动** - 低优先级
根据客户的具体情况和需求，建议首先实施提供优惠套餐和增加服务附加价值的措施，以提高客户满意度和忠诚度。同时，延长合约期限和个性化关怀可以作为补充措施，进一步稳固客户关系。"
5,2380-DAMQP,0.9335,HIGH,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:46:06,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,72,115.15,8349.7,Two year,Fiber optic,Electronic check,Female,月租费用偏高(¥115/月)；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高；流失概率极高，需立即挽留,月租费用偏高(¥115/月)；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高；流失概率极高，需立即挽留,"个性化挽留方案
一、核心流失原因分析：
- �合同类型：两年期合约即将到期。
- 在网长：在网时间已接近两年，，客户对支付可能对支付不满当前服务。
- �网络服务类型：客户对偏爱光纤网络，若服务质量不佳，客户或有流失风险。
优先级建议：合同类型 > > > in优先长 > 网络服务类型
- 钥针对性挽留措施：
1. 优化合约：提供一年期合约选项，客户以有选择，降低流失风险。
1. 优服务：提供光纤网络质量检查服务，确保客户使用的网络稳定。
3. 促优惠：提供消费满减或 长期折扣优惠，增加客户继续使用套餐。
4. 个客服关怀：安排专属客户经理提供次定期回访，了解客户需求和处理问题问题。
优先级建议：合同类型 > 优服务 > 促优惠 > 个客服关怀
- 优先操作步骤：
三、优先合同类型：联系客户确认合约到期时间，建议一个月前寄送新合约通知。
4. 优服务：安排技术人员上门检查网络质量，确认无故障。
4. 促优惠：确认客户当月消费金额计算优惠金额，发送优惠通知短信。
4. 个客服关怀：建立客户档案确认回访时间程，客户反馈。"
6,9420-LOJKX,0.9287,HIGH,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:46:06,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,15,99.1,1426.4,Month-to-month,Fiber optic,Credit card (automatic),Female,月租费用偏高(¥99/月)；在网时间(15个月)，仍处于流失高风险期；月付合同，转换成本低，易流失；光纤用户对网络质量要求高,月租费用偏高(¥99/月)；在网时间(15个月)，仍处于流失高风险期；月付合同，转换成本低，易流失；光纤用户对网络质量要求高,"### 核心流失原因分析
1. **月消费金额较低**：客户每月消费99.1元，属于低端套餐，可能对网络质量和增值服务需求较高。
2. **合同类型为Month-to-month**：月付月结的合同类型容易导致客户因更换其他更优惠的服务而流失。
### 针对性挽留措施
1. **升级套餐**：提供价值150元/月的升级套餐，包括更高速度的网络服务和更多流量，以提升客户满意度和忠诚度。
2. **长期合约优惠**：为客户提供2年期的长期合约，承诺无月租费，同时赠送额外2000分钟通话分钟数和20GB流量，降低客户更换其他服务的动机。
3. **每月优惠活动**：每月提供特定优惠活动，如“流量加倍”或“通话免费”，以增加客户粘性并提高满意度。
4. **专属客户经理服务**：为该客户分配一名专属客户经理，定期跟进客户需求，提供个性化服务建议和解决方案。
5. **网络质量检测**：提供一次免费的家庭网络质量检测服务，确保网络稳定性和速度达到最佳状态，解决潜在的网络问题。
### 优先级建议
三、**升级套餐**（最高优先级）：解决客户当前消费低的痛点，提高客户对服务的价值感知。
二、**长期合约优惠**（次高优先级）：通过长期合约锁定客户，提供额外的激励措施。
三、**每月优惠活动**（中等优先级）：定期提供优惠活动，增加客户的参与感和满意度。
4. **专属客户经理服务**（中等优先级）：提供个性化服务，增强客户归属感。
5. **网络质量检测**（最低优先级）：解决潜在的技术问题，提高客户信任度。"
7,9633-DENPU,0.9271,HIGH,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:46:06,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,47,58.6,2723.4,Month-to-month,DSL,Bank transfer (automatic),Female,月付合同，转换成本低，易流失；流失概率极高，需立即挽留,月付合同，转换成本低，易流失；流失概率极高，需立即挽留,"**个性化挽留方案
一、核心流失原因分析
1. 技术支持服务费用偏高，客户认为性价比不高。
2. 月消费金额相对较低，客户可能认为价值与价格不成正比。
3. 客户的在网时长较长，可能对服务品质有所期待但未满足。
二针对性挽留措施
1. 降低技术支持费用
1. 提升月消费金额的附加值
3. 提供个性化增值服务
优先级建议
三、降低技术支持费用【优先级1】
三、提升月消费金额的附加值【优先级2】
三、提供个性化增值服务【优先级3】
一、具体实施方案
1. 降低技术支持费用
- 为该客户减免技术支持服务费，从原价 2.6元降低至 2.2元，月消费降低至 53.8元。
- 说明此服务调整为客户专属优惠，定期评估客户反馈。
- 优先处理该客户的的技术支持请求，确保客户满意。
1. 提升月消费金额的附加值
- 钱增加月消费金额的附加值，例如提供 1.5元/月的的流量包，包年度赠送 2.5元话费。
- 向客户推荐更高性价比的套餐计划，提供较优惠的的升级方案。
- 增加客户使用该套餐的便利性和优惠，例如，在使用该套餐时可以享受优先的网络服务或客服服务。
3. 提供个性化增值服务
- 为该客户定制个性化的增值服务，根据客户的需求提供专属的优先服务或优惠。
- 例如，为该客户定期提供网络优化建议或优先处理该客户的的技术支持请求。
- 通过客户满意度调查等渠道了解该客户的的需求和期望并提供相应的服务。
总上所述，通过具体的措施降低客户的技术支持费用、提升月消费金额的附加值以及提供个性化的增值服务，希望能有效挽留该客户，降低流失风险。"
8,5553-AOINX,0.9269,HIGH,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:46:06,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,66,104.9,6891.45,One year,Fiber optic,Electronic check,Female,月租费用偏高(¥105/月)；年付合同即将到期，需重点关注；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高,月租费用偏高(¥105/月)；年付合同即将到期，需重点关注；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高,"###
#### 个性化挽留方案
**
#####1. 1. **核心流失原因分析**
1. 1月消费金额**：由于月消费金额较高（$14.，客户可能认为性价比低于预期，导致，）
2.  66个月在网时长(月) **：长时间的的高消费使客户可能认为继续使用该服务的成本较高。）
4.  685.4未充分使用的服务**：累计消费金额较高，但部分服务使用频率可能较低，客户可能认为部分性价比不理想。）
**针对性挽留措施**
1. **优化资费方案**：调整月消费金额，，提供更灵活的资费套餐，例如如12.
1. **增强增加
4. **增值服务优惠**：提供部分部分较的增值服务优惠，鼓励客户使用部分未充分利用的服务。）
5. **增强客户关怀**：定期进行客户关怀，了解客户实际需求和提供个性化的服务解决方案。）
5. **优化网络稳定性**：加强网络稳定性服务的检测和改进，提升客户体验。）
4. **提前续约激励**：在合同到期前提供续约激励措施，吸引客户续约。）
**优先级建议**
三、**优化资费方案**：最高优先级）
4. **增值服务优惠**：第二优先级）
5. **增强客户关怀**：第三优先级）
4. **优化网络稳定性**：第四优先级）
5. **提前续约激励**：第五优先级）
确保措施与客户实际情况紧密匹配，针对性地解决客户流失的关键因素。"
9,3549-ZTMNH,0.9202,HIGH,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:46:06,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,12,24.0,269.65,Two year,No,Bank transfer (automatic),Male,在网时间(12个月)，仍处于流失高风险期；无网络服务，增值业务少；流失概率极高，需立即挽留,在网时间(12个月)，仍处于流失高风险期；无网络服务，增值业务少；流失概率极高，需立即挽留,"###挽留方案：
一、核心流失原因分析：
1. 合同类型：合同已满，，，客户可能因合同到期而考虑更换运营商。
2. 在网时长：客户在网已满接近满两年，，可能，可能因对网时期长而产生更换运营商的需求。
5. 月消费金额：客户当前月消费金额为24.1，，，客户可能因消费金额低而考虑更换运营商。
优先级建议：从高到到低顺序为：合同类型 >>在网时长 >>月消费金额。
优先级建议：优先先解决合同问题问题问题，其次解决在网时间长问题，最后解决消费金额问题问题。
二、针对性性 措施：
1. 合同类型：提供续约优惠，，，如套餐优惠、服务升级等等，。
1. 在网时长：提供延长合约优惠、延长合约期间的的高服务优惠等。
5. 月消费金额：提供套餐升级服务、增加附加服务、优惠套餐等。
4. 提供客户价值提升方案，，如提供针对性的的服务优化、增加增加客户黏性性。
5. 预设计客户挽留策略及：优先先以合同类型为切入点，，先提供续约优惠、服务升级等。其次以提供延长合约优惠、延长合约期间期间服务优惠等。最后以提供套餐升级服务、增加附加服务、优惠套餐等。
5. 直接联系客户进行，电话沟通、短信告知、邮件通知、上门拜访等方式进行联系客户进行了解客户需求、提供解决方案、增强客户满意度和忠诚度。
5. 定期客户回访：定期进行客户回访，了解客户使用过程中的的问题、需求、满意度等以及时进行调整挽留策略。"
10,4701-MLJPN,0.9192,HIGH,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:46:06,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,31,55.25,1715.65,Month-to-month,DSL,Electronic check,Male,月付合同，转换成本低，易流失；电子支票支付，账单拖欠风险较高；流失概率极高，需立即挽留,月付合同，转换成本低，易流失；电子支票支付，账单拖欠风险较高；流失概率极高，需立即挽留,"### 核心流失原因分析
1. 合同类型：当前为月付月结合同，用户可能因到期转网而流失。
2. 在网时长：已在网31个月，客户忠诚度可能降低，导致用户考虑其他替代方案。
### 针对性挽留措施
1. **合同优惠延长**：提供9个月或12个月的合约优惠，降低月付月结的风险，增加用户继续使用的服务稳定性。
2. **网速升级**：鉴于客户仍在使用DSL，可提供免费或半价升级到光纤服务的优惠，以提高网络质量，增加用户黏性。
3. **月费减免**：提供连续三个月的月费减免优惠，提高客户当前的消费体验，同时绑定优惠以增加用户续约意愿。
4. **专属客服关怀**：为客户提供一次免费的上门服务或专属客服一对一沟通，针对个人使用情况提供定制化建议，增强客户归属感。
5. **安全服务加强**：提供免费的在线安全服务升级，增强用户对网络安全的信心，降低因安全问题导致的流失风险。
### 优先级建议
二、**合同优惠延长**（优先级：1）：直接解决客户转网顾虑，是最具吸引力的挽留措施。
三、**网速升级**（优先级：2）：提高客户使用体验，增强用户黏性。
三、**月费减免**（优先级：3）：通过经济激励降低客户流失的风险。
4. **专属客服关怀**（优先级：4）：提供个性化服务，增强客户信任感。
5. **安全服务加强**（优先级：5）：提升用户安全性，作为辅助措施。
通过以上措施，针对客户的具体情况制定个性化挽回方案，提高挽留成功率。"
